,type,id,lat,lon,name,place,name:ru,postal_code,wikidata,wikipedia,is_in,name:lt,source,alt_name,is_in:district,population,is_in:country,is_in:region,website,name:es,name:ar,name:ur,wikipedia:en,created_by,name:en,name:uk,old_name,GNS:dsg_code,GNS:id,capital,facebook,geometry
68,node,3209796334,-18.5346661,14.1181194,Otjitoko,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.1181194 -18.5346661)
69,node,3209796507,-18.6251454,14.1525804,,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.1525804 -18.6251454)
70,node,3209832989,-18.9189605,14.1063575,Oruvandjai,hamlet,,,,,,,,,,,Namibia,,,,,,,,,,,,,,,POINT (14.1063575 -18.9189605)
71,node,3209833201,-18.9709859,14.1565715,Village,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.1565715 -18.9709859)
72,node,3209869195,-18.4497832,14.4113327,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.4113327 -18.4497832)
73,node,3209871547,-18.5356334,14.2747761,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.2747761 -18.5356334)
74,node,3211302259,-18.2613061,17.972925,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.972925 -18.2613061)
75,node,3211388525,-18.490218,17.0622088,King Kauluma Village,hamlet,,,,https://en.wikipedia.org/wiki/King_Kauluma_Village,,,,,,,,,,,,,,,,,,,,,,POINT (17.0622088 -18.490218)
76,node,3211476100,-18.1370573,16.7237533,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.7237533 -18.1370573)
77,node,3211476294,-18.0505263,16.6733636,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.6733636 -18.0505263)
78,node,3211530704,-17.4067665,17.1329094,Omboloka,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.1329094 -17.4067665)
79,node,3211531068,-17.6884533,17.3974016,Ekoka,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.3974016 -17.6884533)
80,node,3211576243,-18.9598086,17.3009444,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.3009444 -18.9598086)
81,node,3211899053,-18.1139672,16.2917823,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.2917823 -18.1139672)
82,node,3211901871,-18.0867031,16.3000006,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.3000006 -18.0867031)
83,node,3211928281,-18.236442,16.2379927,Omuntele,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.2379927 -18.236442)
84,node,3211928374,-18.4512294,16.3237597,,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.3237597 -18.4512294)
85,node,3222806473,-19.8972139,13.9915686,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.9915686 -19.8972139)
86,node,3223936558,-20.031213,15.1480155,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.1480155 -20.031213)
87,node,3223990362,-20.4994819,15.1231889,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.1231889 -20.4994819)
88,node,3224010858,-19.5061568,16.1093553,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.1093553 -19.5061568)
89,node,3224010860,-19.4330228,16.0304018,,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.0304018 -19.4330228)
90,node,3224931640,-20.4489857,15.2369077,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.2369077 -20.4489857)
91,node,3224931644,-20.4676827,15.2700813,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.2700813 -20.4676827)
92,node,3225584504,-20.4474527,17.7881346,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.7881346 -20.4474527)
93,node,3225584527,-20.6635468,17.7873084,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.7873084 -20.6635468)
94,node,3225584537,-20.5160279,17.6754711,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.6754711 -20.5160279)
95,node,3225584549,-20.6544931,17.7659629,Omaihi,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.7659629 -20.6544931)
96,node,3225584552,-20.4797491,17.727463,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.727463 -20.4797491)
97,node,3225585461,-20.516882,17.6576987,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.6576987 -20.516882)
98,node,3225585468,-20.4613149,17.7559266,,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.7559266 -20.4613149)
99,node,3288660061,-17.2050337,14.6781575,Naulila,village,,,Q188292,,,,,,,,,,https://en.wikipedia.org/wiki/Naulila,,,,,,,,,,,,,POINT (14.6781575 -17.2050337)
100,node,3347448450,-17.6284875,14.1140361,Etoto,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.1140361 -17.6284875)
101,node,3434614610,-20.2976122,14.5283669,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5283669 -20.2976122)
102,node,3450860435,-20.3519105,14.5089813,Village,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5089813 -20.3519105)
103,node,3461591862,-20.3843169,14.5547824,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5547824 -20.3843169)
104,node,3461607121,-19.9248906,13.9791163,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.9791163 -19.9248906)
105,node,3461607189,-20.269817,14.5220295,Village,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5220295 -20.269817)
106,node,3461607273,-20.1567569,14.4974636,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.4974636 -20.1567569)
107,node,3461767150,-19.7849574,14.233078,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.233078 -19.7849574)
108,node,3461768068,-19.7484481,14.3329903,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.3329903 -19.7484481)
109,node,3461768091,-19.7654065,14.3230607,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.3230607 -19.7654065)
110,node,3461768379,-19.7483016,14.406923,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.406923 -19.7483016)
111,node,3461768496,-19.7703586,14.4027977,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.4027977 -19.7703586)
112,node,3461768588,-19.7418238,14.27668,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.27668 -19.7418238)
113,node,3461797294,-20.5597315,14.6150465,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6150465 -20.5597315)
114,node,3461797310,-20.4854664,14.5331312,Village,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5331312 -20.4854664)
115,node,3461902658,-20.3758739,14.8069897,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.8069897 -20.3758739)
116,node,3461902924,-20.3701714,14.7265556,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.7265556 -20.3701714)
117,node,3461903105,-20.377071,14.6964398,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6964398 -20.377071)
118,node,3676251145,-18.1455723,14.2922,Omakange,village,,,,,,,,Omakanga,,,,,,,,,,,,,,,,,,POINT (14.2922 -18.1455723)
119,node,3718184661,-17.9492071,16.1975407,Onayena,village,,,Q48774348,en:Onayena,,,,,,,,,,,,,,,,,,,,,,POINT (16.1975407 -17.9492071)
120,node,3950746227,-20.8804418,15.5354194,Motjari,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.5354194 -20.8804418)
121,node,3950746228,-20.6763198,15.3816842,Okongue,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.3816842 -20.6763198)
122,node,3950746231,-20.9683673,15.2698084,Ozondati,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.2698084 -20.9683673)
123,node,3987838707,-19.2955902,14.0270141,Umumbaaitjie,hamlet,,,,,,,,,,,Namibia,,,,,,,,,,,,,,,POINT (14.0270141 -19.2955902)
124,node,4188967035,-20.2680712,15.4681826,Otjikarare,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.4681826 -20.2680712)
125,node,4212100233,-20.2598471,14.9731903,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.9731903 -20.2598471)
126,node,4212312246,-19.9049687,14.8082717,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.8082717 -19.9049687)
127,node,4212312770,-19.9061031,14.8148273,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.8148273 -19.9061031)
128,node,4212315773,-19.9106173,14.860221,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.860221 -19.9106173)
129,node,4212334705,-19.856045,14.7789063,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.7789063 -19.856045)
130,node,4212373564,-19.7369362,14.6125236,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6125236 -19.7369362)
131,node,4212373627,-19.6939359,14.6213647,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6213647 -19.6939359)
132,node,4212420923,-19.7628879,14.5970204,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5970204 -19.7628879)
133,node,4213487471,-20.2155843,14.1801261,Village,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.1801261 -20.2155843)
134,node,4213718147,-20.2429266,14.1591941,Village,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.1591941 -20.2429266)
135,node,4213751368,-19.9507348,14.6204641,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6204641 -19.9507348)
136,node,4213789724,-19.8967052,14.3015546,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.3015546 -19.8967052)
137,node,4213789758,-19.7485234,14.2430291,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.2430291 -19.7485234)
138,node,4213790113,-19.7327193,14.2726299,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.2726299 -19.7327193)
139,node,4217155612,-19.0356338,16.4710969,Halali,village,,,,,Namibia,,,,,,,,,,,,,,,,,,,,,POINT (16.4710969 -19.0356338)
140,node,4354436905,-19.2325262,17.3497016,Guinas,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (17.3497016 -19.2325262)
141,node,4468548095,-18.6311834,14.1598649,Otjitundua,village,,,,,,,,,Kunene,,Namibia,,,,,,,,,,,,,,,POINT (14.1598649 -18.6311834)
142,node,4496874489,-19.847709,15.470069,Otjikondo,village,,,Q2037060,,,,,,,,,,,,,,,,,,,,,,,POINT (15.470069 -19.847709)
143,node,4505765478,-17.5067462,15.6360866,Omungwelume,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.6360866 -17.5067462)
144,node,4789874402,-17.2918851,15.8479063,Ohaitamba,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.8479063 -17.2918851)
145,node,4789874403,-17.2211624,15.9146617,Okawe,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.9146617 -17.2211624)
146,node,4789874404,-17.2089424,16.0656157,Mukua,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.0656157 -17.2089424)
147,node,4789874405,-17.2536636,16.11363,Omandobe,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.11363 -17.2536636)
148,node,4789874406,-17.2140279,16.2328262,Chipela,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.2328262 -17.2140279)
149,node,4789874408,-17.2897521,16.436611,Mulunga Washikongo,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.436611 -17.2897521)
150,node,5136125135,-17.3940925,14.5680119,Omahenene,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5680119 -17.3940925)
151,node,5136125136,-17.4177792,14.5314353,Etunda,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5314353 -17.4177792)
152,node,5136125153,-17.4345185,14.6340854,Epalela,village,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6340854 -17.4345185)
153,node,5136125165,-17.5149708,14.6398523,Eunda,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.6398523 -17.5149708)
154,node,5136125166,-17.4489582,14.7756766,Mahenene,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.7756766 -17.4489582)
155,node,5136125167,-17.5244371,14.7214844,Oshaala,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.7214844 -17.5244371)
156,node,5156582415,-17.553509,16.7445426,Oshikunde,village,,,,,,,,,,500,,,,,,,,,,,,,,,,POINT (16.7445426 -17.553509)
157,node,5204364896,-19.8002026,14.5963287,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.5963287 -19.8002026)
158,node,5204373733,-19.6499097,14.8523796,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.8523796 -19.6499097)
159,node,5291504899,-19.8497371,14.4556206,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.4556206 -19.8497371)
160,node,5291504932,-19.8575577,14.4290721,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.4290721 -19.8575577)
161,node,5291505276,-19.8014929,14.3972504,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.3972504 -19.8014929)
162,node,5291899514,-20.6451739,16.2678337,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.2678337 -20.6451739)
163,node,5293651156,-21.1117263,16.0954428,,hamlet,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (16.0954428 -21.1117263)
